,Sample_1,Sample_2,Sample_3,Sample_4,Sample_5,Sample_6,Log2 Fold change,p value
0910001L09Rik,878.862059130788,901.400824677194,884.767557405243,788.128221510223,783.606291954557,942.779037849531,-0.0877468815386557,1
100043387,0.345057738174632,0.429442984600855,0.476449950137449,0.400268268923425,0.316352964051093,0.297312847003952,-0.302381630775514,1
1100001G20Rik,7866.97137264344,7693.47106912431,6967.12762085992,7066.73628784306,6464.04011445598,7051.36879239273,-0.129329416192436,1
1110001A16Rik,181.845428018031,172.206636824943,195.820929506492,158.105966224753,204.680367741057,233.98521059211,0.11869912239221,1
1110001J03Rik,332.98071733852,327.664997250452,359.719712353774,354.237417997231,389.430498746895,367.18136604988,0.126160562600656,1
1110002B05Rik,1504.10668070322,1420.16795007503,1446.02559866716,1210.01097695551,1354.30703910273,1180.62931545269,-0.225094058118508,1
1110002L01Rik,41.0618708427812,24.4782501222487,30.0163468586593,51.6346066911218,40.1768264344888,28.2447204653754,0.269391507227006,1
1110002N22Rik,300.545289950105,319.935023527637,292.063819434256,317.412737256276,337.548612642516,367.18136604988,0.16506802059423,1
1110003E01Rik,1778.08252481388,1906.2974086432,1820.51525947519,1736.76401885874,1575.12140801039,1746.11835045421,-0.123148081031195,1
1110004E09Rik,342.64233400741,327.664997250452,333.038515146077,320.614883407663,295.15731545967,414.751421570513,0.0261283295317867,1
1110004F10Rik,569.690325726318,669.501612992732,608.426586325523,588.794623586358,582.405806818062,641.898436681532,-0.0229732707325484,1
1110005A03Rik,174.944273254539,207.420961562213,145.317234791922,196.531720041401,188.2300136104,207.227054361754,0.175204572365562,1
